* Measurement data measured by REW V5.31.3
* Source: EXCL: Microphone (Umik-1  Gain: 18dB  ), MICROPHONE (Master Volume), R, volume: 0,800. Timing signal peak level -37,1 dBFS, measurement signal peak level -9,2 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -15,0 dBFS using an acoustic timing reference
* Dated: 30.des.2024 13:40:19
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; MLP - Sub 1.5 Delay -1,0009 ms (-343 mm, -(1 ft 1,52 in)) using IR start time relative to Acoustic reference played from SPEAKER R with no timing offset Clock adjustment: 5,4 ppm
* Measurement: MLP - Sub1.5
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 1.0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
259.277344 52.670 -98.4774
259.643555 54.619 -97.8234
260.009766 56.323 -100.0491
260.375977 57.751 -103.9818
260.742188 58.932 -108.8333
261.108398 59.915 -114.1691
261.474609 60.740 -119.7882
261.840820 61.433 -125.6018
262.207031 62.009 -131.5481
262.573242 62.480 -137.5592
262.939453 62.855 -143.5740
263.305664 63.145 -149.5559
263.671875 63.357 -155.4919
264.038086 63.492 -161.3643
264.404297 63.551 -167.1180
264.770508 63.538 -172.6591
265.136719 63.466 -177.8905
265.502930 63.362 177.2145
265.869141 63.250 172.5670
266.235352 63.139 167.9850
266.601562 63.014 163.2972
266.967773 62.849 158.4506
267.333984 62.615 153.5437
267.700195 62.305 148.7667
268.066406 61.929 144.2960
268.432617 61.511 140.2087
268.798828 61.068 136.4747
269.165039 60.605 133.0338
269.531250 60.119 129.8866
269.897461 59.613 127.1046
270.263672 59.103 124.7345
270.629883 58.611 122.6897
270.996094 58.135 120.7756
271.362305 57.638 118.8872
271.728516 57.072 117.2214
272.094727 56.424 116.2958
272.460938 55.754 116.6985
272.827148 55.197 118.6094
273.193359 54.881 121.4310
273.559570 54.825 124.1263
273.925781 54.937 126.0615
274.291992 55.130 127.2833
274.658203 55.384 128.0509
275.024414 55.723 128.3531
275.390625 56.146 127.8914
275.756836 56.606 126.4169
276.123047 57.039 123.9695
276.489258 57.408 120.8009
276.855469 57.709 117.1552
277.221680 57.951 113.1316
277.587891 58.132 108.7211
277.954102 58.230 103.9524
278.320312 58.220 99.0126
278.686523 58.097 94.2351
279.052734 57.892 89.9626
279.418945 57.667 86.3489
279.785156 57.487 83.2302
280.151367 57.377 80.2147
280.517578 57.314 76.9746
280.883789 57.254 73.4607
281.250000 57.181 69.8516
281.616211 57.112 66.3076
281.982422 57.088 62.7488
282.348633 57.124 58.8490
282.714844 57.190 54.2572
283.081055 57.225 48.8416
283.447266 57.173 42.7368
283.813477 57.005 36.2161
284.179688 56.720 29.5176
284.545898 56.331 22.7305
284.912109 55.838 15.7914
285.278320 55.211 8.5958
285.644531 54.387 1.1650
286.010742 53.285 -6.2039
286.376953 51.817 -12.8184
286.743164 49.923 -17.4097
287.109375 47.643 -17.8505
287.475586 45.348 -11.3718
287.841797 43.966 1.8928
288.208008 44.009 14.6901
288.574219 44.708 21.6799
288.940430 45.357 24.2322
289.306641 45.807 24.7466
289.672852 46.127 24.3899
290.039062 46.385 23.3442
290.405273 46.584 21.4718
290.771484 46.682 18.7944
291.137695 46.646 15.5636
291.503906 46.466 12.0597
291.870117 46.142 8.4501
292.236328 45.651 4.8380
292.602539 44.934 1.5093
292.968750 43.927 -0.7219
293.334961 42.634 -0.3032
293.701172 41.284 4.8055
294.067383 40.466 15.1129
294.433594 40.671 26.7915
294.799805 41.619 35.4410
295.166016 42.822 40.7571
295.532227 44.139 43.8652
295.898438 45.584 44.8994
296.264648 47.082 43.3855
