* Measurement data measured by REW V5.31.3
* Source: EXCL: Microphone (Umik-1  Gain: 18dB  ), MICROPHONE (Master Volume), R, volume: 0,800. Timing signal peak level -38,0 dBFS, measurement signal peak level -4,7 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -15,0 dBFS using an acoustic timing reference
* Dated: 30.des.2024 13:44:25
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; RLP - Sub 1S Delay 8,0021 ms (2,745 m, 9 ft 0,1 in) using IR start time relative to Acoustic reference played from SPEAKER R with no timing offset Clock adjustment: 5,0 ppm
* Measurement: RLP - Sub1S
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 1.0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
159.301758 92.567 151.5454
159.667969 92.229 147.0507
160.034180 91.840 143.2864
160.400391 91.438 140.2769
160.766602 91.057 137.9453
161.132812 90.720 136.1510
161.499023 90.439 134.7411
161.865234 90.218 133.5808
162.231445 90.054 132.5555
162.597656 89.946 131.5602
162.963867 89.883 130.5054
163.330078 89.854 129.3363
163.696289 89.845 128.0474
164.062500 89.847 126.6716
164.428711 89.857 125.2549
164.794922 89.877 123.8298
165.161133 89.910 122.4064
165.527344 89.960 120.9788
165.893555 90.028 119.5349
166.259766 90.118 118.0585
166.625977 90.232 116.5205
166.992188 90.370 114.8755
167.358398 90.532 113.0695
167.724609 90.710 111.0588
168.090820 90.896 108.8232
168.457031 91.083 106.3662
168.823242 91.264 103.6987
169.189453 91.437 100.8273
169.555664 91.595 97.7505
169.921875 91.733 94.4751
170.288086 91.839 91.0310
170.654297 91.906 87.4824
171.020508 91.930 83.9209
171.386719 91.913 80.4509
171.752930 91.865 77.1693
172.119141 91.800 74.1477
172.485352 91.741 71.4116
172.851562 91.709 68.9186
173.217773 91.726 66.5424
173.583984 91.799 64.0852
173.950195 91.918 61.3350
174.316406 92.058 58.1420
174.682617 92.182 54.4781
175.048828 92.261 50.4390
175.415039 92.276 46.2020
175.781250 92.227 41.9613
176.147461 92.128 37.8695
176.513672 91.999 33.9990
176.879883 91.860 30.3387
177.246094 91.724 26.8218
177.612305 91.596 23.3679
177.978516 91.473 19.9148
178.344727 91.352 16.4253
178.710938 91.227 12.8793
179.077148 91.095 9.2664
179.443359 90.949 5.5854
179.809570 90.786 1.8503
180.175781 90.601 -1.9125
180.541992 90.395 -5.6711
180.908203 90.167 -9.4017
181.274414 89.919 -13.0936
181.640625 89.653 -16.7454
182.006836 89.365 -20.3523
182.373047 89.053 -23.8915
182.739258 88.715 -27.3168
183.105469 88.353 -30.5621
183.471680 87.976 -33.5598
183.837891 87.598 -36.2679
184.204102 87.239 -38.7018
184.570312 86.918 -40.9504
184.936523 86.642 -43.1625
185.302734 86.407 -45.4957
185.668945 86.198 -48.0619
186.035156 85.995 -50.8977
186.401367 85.785 -53.9822
186.767578 85.559 -57.2776
187.133789 85.314 -60.7665
187.500000 85.046 -64.4592
187.866211 84.746 -68.3733
188.232422 84.401 -72.4990
188.598633 83.996 -76.7823
