* Measurement data measured by REW V5.31.3
* Source: EXCL: Microphone (Umik-1  Gain: 18dB  ), MICROPHONE (Master Volume), R, volume: 0,800. Timing signal peak level -41,1 dBFS, measurement signal peak level -6,4 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -15,0 dBFS using an acoustic timing reference
* Dated: 30.des.2024 13:36:25
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; LLP - Sub 1.5 Delay -3,3319 ms (-1,143 m, -(3 ft 9 in)) using IR start time relative to Acoustic reference played from SPEAKER R with no timing offset Clock adjustment: 5,7 ppm
* Measurement: LLP - Sub1.5
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 1.0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
132.934570 97.332 -37.0473
133.300781 97.326 -38.9073
133.666992 97.320 -40.8000
134.033203 97.314 -42.7484
134.399414 97.304 -44.7709
134.765625 97.285 -46.8741
135.131836 97.252 -49.0494
135.498047 97.203 -51.2780
135.864258 97.137 -53.5394
136.230469 97.052 -55.8185
136.596680 96.949 -58.1064
136.962891 96.826 -60.3970
137.329102 96.682 -62.6794
137.695312 96.515 -64.9348
138.061523 96.324 -67.1366
138.427734 96.108 -69.2546
138.793945 95.870 -71.2603
139.160156 95.612 -73.1296
139.526367 95.338 -74.8441
139.892578 95.050 -76.3901
140.258789 94.753 -77.7582
140.625000 94.449 -78.9415
140.991211 94.142 -79.9359
141.357422 93.836 -80.7397
141.723633 93.534 -81.3544
142.089844 93.240 -81.7841
142.456055 92.956 -82.0367
142.822266 92.686 -82.1222
143.188477 92.433 -82.0500
143.554688 92.198 -81.8275
143.920898 91.986 -81.4597
144.287109 91.799 -80.9551
144.653320 91.644 -80.3317
145.019531 91.525 -79.6220
145.385742 91.446 -78.8704
145.751953 91.408 -78.1257
146.118164 91.411 -77.4330
146.484375 91.454 -76.8350
146.850586 91.538 -76.3783
147.216797 91.660 -76.1196
147.583008 91.815 -76.1230
147.949219 91.996 -76.4458
148.315430 92.189 -77.1231
148.681641 92.383 -78.1600
149.047852 92.567 -79.5367
149.414062 92.733 -81.2217
149.780273 92.876 -83.1833
150.146484 92.991 -85.3948
150.512695 93.074 -87.8338
150.878906 93.120 -90.4769
151.245117 93.124 -93.2961
151.611328 93.083 -96.2581
151.977539 92.990 -99.3219
152.343750 92.843 -102.4390
152.709961 92.640 -105.5522
153.076172 92.380 -108.5999
153.442383 92.065 -111.5247
153.808594 91.701 -114.2839
154.174805 91.290 -116.8535
154.541016 90.834 -119.2194
154.907227 90.332 -121.3576
155.273438 89.779 -123.2173
155.639648 89.176 -124.7217
156.005859 88.527 -125.7867
156.372070 87.838 -126.3425
156.738281 87.112 -126.3225
157.104492 86.352 -125.6147
157.470703 85.564 -124.0144
157.836914 84.781 -121.2594
158.203125 84.069 -117.1960
158.569336 83.503 -111.9651
158.935547 83.123 -105.9246
159.301758 82.931 -99.2559
159.667969 82.969 -91.8264
160.034180 83.375 -83.8564
160.400391 84.269 -76.7395
160.766602 85.549 -72.3699
161.132812 86.937 -71.5615
161.499023 88.188 -73.8342
161.865234 89.174 -78.1923
162.231445 89.853 -83.6559
162.597656 90.243 -89.4224
162.963867 90.392 -94.8905
163.330078 90.368 -99.6785
163.696289 90.246 -103.6503
164.062500 90.092 -106.9064
164.428711 89.943 -109.6926
164.794922 89.805 -112.2528
165.161133 89.667 -114.7237
165.527344 89.519 -117.1353
165.893555 89.357 -119.4813
166.259766 89.182 -121.7783
166.625977 88.992 -124.0647
166.992188 88.775 -126.3545
167.358398 88.519 -128.5967
167.724609 88.219 -130.6804
168.090820 87.883 -132.4827
168.457031 87.527 -133.9285
168.823242 87.171 -135.0190
169.189453 86.827 -135.8126
169.555664 86.500 -136.3704
169.921875 86.191 -136.7190
170.288086 85.904 -136.8545
170.654297 85.649 -136.7874
171.020508 85.439 -136.5809
171.386719 85.282 -136.3562
171.752930 85.174 -136.2534
172.119141 85.103 -136.3842
172.485352 85.050 -136.8091
172.851562 85.000 -137.5437
173.217773 84.935 -138.5750
173.583984 84.840 -139.8666
173.950195 84.698 -141.3503
174.316406 84.495 -142.9094
174.682617 84.222 -144.3726
175.048828 83.884 -145.5304
175.415039 83.501 -146.1787
175.781250 83.110 -146.1880
176.147461 82.754 -145.5708
176.513672 82.474 -144.5050
176.879883 82.284 -143.2681
177.246094 82.174 -142.1145
177.612305 82.122 -141.1853
177.978516 82.104 -140.5071
178.344727 82.107 -140.0510
178.710938 82.125 -139.7922
179.077148 82.153 -139.7263
179.443359 82.186 -139.8556
179.809570 82.217 -140.1663
180.175781 82.239 -140.6255
180.541992 82.251 -141.1945
180.908203 82.253 -141.8428
181.274414 82.245 -142.5525
181.640625 82.227 -143.3093
182.006836 82.199 -144.0947
182.373047 82.162 -144.8848
182.739258 82.119 -145.6604
183.105469 82.073 -146.4165
183.471680 82.028 -147.1616
183.837891 81.984 -147.9094
184.204102 81.943 -148.6689
184.570312 81.903 -149.4425
184.936523 81.866 -150.2334
185.302734 81.833 -151.0537
185.668945 81.803 -151.9255
186.035156 81.774 -152.8699
186.401367 81.740 -153.8933
186.767578 81.695 -154.9797
187.133789 81.637 -156.0911
187.500000 81.564 -157.1798
187.866211 81.481 -158.2031
188.232422 81.394 -159.1345
188.598633 81.309 -159.9678
188.964844 81.235 -160.7161
189.331055 81.177 -161.4069
189.697266 81.139 -162.0787
190.063477 81.126 -162.7812
190.429688 81.137 -163.5762
190.795898 81.171 -164.5344
191.162109 81.220 -165.7219
191.528320 81.271 -167.1801
191.894531 81.310 -168.9082
192.260742 81.325 -170.8633
192.626953 81.309 -172.9750
192.993164 81.261 -175.1720
193.359375 81.185 -177.4075
193.725586 81.085 -179.6666
194.091797 80.962 178.0435
194.458008 80.813 175.7200
194.824219 80.632 173.3860
195.190430 80.416 171.0950
195.556641 80.165 168.9155
195.922852 79.886 166.9077
196.289062 79.587 165.1030
196.655273 79.275 163.5044
197.021484 78.957 162.1033
197.387695 78.634 160.8987
197.753906 78.309 159.9069
198.120117 77.987 159.1493
198.486328 77.680 158.6313
198.852539 77.396 158.3259
199.218750 77.144 158.1761
199.584961 76.926 158.1132
199.951172 76.742 158.0781
200.317383 76.589 158.0297
200.683594 76.464 157.9384
201.049805 76.367 157.7739
201.416016 76.296 157.4994
201.782227 76.247 157.0768
202.148438 76.215 156.4745
202.514648 76.193 155.6738
202.880859 76.175 154.6646
203.247070 76.155 153.4407
203.613281 76.125 151.9982
203.979492 76.078 150.3452
204.345703 76.001 148.5168
204.711914 75.888 146.5829
205.078125 75.734 144.6406
205.444336 75.543 142.7908
205.810547 75.327 141.1077
206.176758 75.099 139.6191
206.542969 74.871 138.3113
206.909180 74.652 137.1499
207.275391 74.445 136.1018
207.641602 74.256 135.1335
208.007812 74.091 134.1914
208.374023 73.949 133.1943
208.740234 73.825 132.0581
209.106445 73.704 130.7438
209.472656 73.570 129.2859
209.838867 73.420 127.7688
210.205078 73.259 126.2610
210.571289 73.101 124.7542
210.937500 72.949 123.1584
211.303711 72.794 121.3733
211.669922 72.615 119.3768
212.036133 72.392 117.2639
212.402344 72.122 115.1987
