* Measurement data measured by REW V5.31.3
* Source: EXCL: Microphone (Umik-1  Gain: 18dB  ), MICROPHONE (Master Volume), R, volume: 0,800. Timing signal peak level -41,0 dBFS, measurement signal peak level -9,3 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -15,0 dBFS using an acoustic timing reference
* Dated: 30.des.2024 13:37:20
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; LLP - Sub 1S Delay 5,3349 ms (1,830 m, 6 ft) using IR start time relative to Acoustic reference played from SPEAKER R with no timing offset Clock adjustment: 5,9 ppm
* Measurement: LLP - Sub1S
* Smoothing: None
* Frequency Step: 0.36621094 Hz
* Start Frequency: 1.0 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
187.133789 87.802 112.1040
187.500000 87.811 110.9568
187.866211 87.847 109.7087
188.232422 87.910 108.3120
188.598633 87.993 106.7180
188.964844 88.090 104.8962
189.331055 88.191 102.8467
189.697266 88.290 100.5911
190.063477 88.385 98.1528
190.429688 88.475 95.5396
190.795898 88.559 92.7390
191.162109 88.633 89.7285
191.528320 88.690 86.4978
191.894531 88.718 83.0669
192.260742 88.709 79.4949
192.626953 88.658 75.8723
192.993164 88.568 72.3035
193.359375 88.452 68.8740
193.725586 88.327 65.6221
194.091797 88.212 62.5142
194.458008 88.124 59.4487
194.824219 88.066 56.2844
195.190430 88.034 52.8853
195.556641 88.012 49.1555
195.922852 87.984 45.0518
196.289062 87.936 40.5698
196.655273 87.855 35.7256
197.021484 87.730 30.5413
197.387695 87.554 25.0405
197.753906 87.317 19.2510
198.120117 87.011 13.2075
198.486328 86.628 6.9504
198.852539 86.162 0.5217
199.218750 85.608 -6.0403
199.584961 84.959 -12.7053
199.951172 84.211 -19.4521
200.317383 83.356 -26.2686
200.683594 82.384 -33.1533
201.049805 81.283 -40.1213
201.416016 80.036 -47.2158
201.782227 78.618 -54.5232
202.148438 76.991 -62.2031
202.514648 75.097 -70.5454
202.880859 72.845 -80.1165
203.247070 70.101 -92.1619
203.613281 66.715 -109.8342
203.979492 63.064 -141.0854
204.345703 62.126 171.2542
204.711914 64.690 135.9229
205.078125 67.360 116.8718
205.444336 69.391 105.0862
205.810547 70.913 96.6555
206.176758 72.083 90.0557
206.542969 73.010 84.5784
206.909180 73.765 79.8337
207.275391 74.389 75.6006
207.641602 74.911 71.7800
208.007812 75.356 68.3499
208.374023 75.755 65.2957
208.740234 76.143 62.5327
209.106445 76.545 59.8701
209.472656 76.966 57.0588
209.838867 77.386 53.9043
210.205078 77.772 50.3547
210.571289 78.094 46.5166
210.937500 78.340 42.5964
211.303711 78.518 38.8167
211.669922 78.654 35.3328
212.036133 78.783 32.1824
212.402344 78.936 29.2732
212.768555 79.131 26.4270
213.134766 79.366 23.4548
213.500977 79.630 20.2236
213.867188 79.904 16.6775
214.233398 80.174 12.8240
214.599609 80.430 8.6982
214.965820 80.668 4.3384
215.332031 80.887 -0.2295
215.698242 81.085 -4.9866
216.064453 81.260 -9.9111
216.430664 81.412 -14.9724
216.796875 81.542 -20.1360
217.163086 81.658 -25.3770
217.529297 81.766 -30.7000
217.895508 81.873 -36.1475
218.261719 81.983 -41.7920
218.627930 82.091 -47.7119
218.994141 82.184 -53.9612
219.360352 82.248 -60.5527
219.726562 82.269 -67.4534
220.092773 82.236 -74.5959
220.458984 82.141 -81.8936
220.825195 81.982 -89.2549
221.191406 81.759 -96.5913
221.557617 81.475 -103.8228
221.923828 81.136 -110.8762
222.290039 80.746 -117.6851
222.656250 80.312 -124.1843
223.022461 79.842 -130.3091
223.388672 79.346 -135.9905
223.754883 78.835 -141.1621
224.121094 78.330 -145.7715
224.487305 77.852 -149.8005
224.853516 77.428 -153.2908
225.219727 77.081 -156.3584
225.585938 76.825 -159.1843
225.952148 76.662 -161.9763
226.318359 76.580 -164.9160
226.684570 76.556 -168.1189
227.050781 76.568 -171.6272
227.416992 76.595 -175.4280
227.783203 76.624 -179.4817
228.149414 76.642 176.2576
228.515625 76.641 171.8381
228.881836 76.610 167.3225
229.248047 76.543 162.7974
229.614258 76.436 158.3738
229.980469 76.296 154.1658
230.346680 76.137 150.2542
230.712891 75.978 146.6519
231.079102 75.834 143.2988
231.445312 75.710 140.0967
231.811523 75.602 136.9651
232.177734 75.499 133.8779
232.543945 75.400 130.8486
232.910156 75.305 127.8787
233.276367 75.220 124.9116
233.642578 75.139 121.8398
234.008789 75.042 118.5657
234.375000 74.898 115.0759
234.741211 74.675 111.4783
235.107422 74.350 107.9775
235.473633 73.914 104.8196
235.839844 73.368 102.2388
236.206055 72.712 100.4629
236.572266 71.939 99.8042
236.938477 71.045 100.8457
237.304688 70.086 104.6184
237.670898 69.289 112.3494
238.037109 69.133 123.8335
238.403320 69.982 135.4797
238.769531 71.561 143.1592
239.135742 73.341 146.0803
239.501953 75.017 145.4734
239.868164 76.494 142.6311
240.234375 77.770 138.4192
240.600586 78.866 133.3523
240.966797 79.804 127.7322
241.333008 80.604 121.7520
241.699219 81.278 115.5566
242.065430 81.838 109.2712
242.431641 82.298 103.0039
242.797852 82.672 96.8406
243.164062 82.975 90.8328
243.530273 83.225 84.9976
243.896484 83.432 79.3210
244.262695 83.606 73.7742
244.628906 83.751 68.3284
244.995117 83.870 62.9656
245.361328 83.963 57.6802
245.727539 84.036 52.4709
246.093750 84.093 47.3247
246.459961 84.141 42.2061
246.826172 84.180 37.0520
247.192383 84.210 31.7854
247.558594 84.219 26.3384
247.924805 84.190 20.6836
248.291016 84.106 14.8535
248.657227 83.948 8.9451
249.023438 83.709 3.1062
249.389648 83.389 -2.4900
249.755859 83.001 -7.6804
250.122070 82.566 -12.3433
250.488281 82.115 -16.4277
250.854492 81.673 -19.9612
251.220703 81.265 -23.0371
251.586914 80.905 -25.7842
251.953125 80.599 -28.3401
252.319336 80.346 -30.8337
252.685547 80.140 -33.3757
253.051758 79.970 -36.0474
253.417969 79.823 -38.8894
253.784180 79.686 -41.8972
254.150391 79.552 -45.0364
254.516602 79.417 -48.2686
254.882812 79.283 -51.5710
255.249023 79.151 -54.9392
255.615234 79.018 -58.3694
255.981445 78.884 -61.8374
256.347656 78.748 -65.2942
256.713867 78.619 -68.6855
257.080078 78.509 -71.9854
257.446289 78.436 -75.2231
257.812500 78.411 -78.4802
258.178711 78.439 -81.8628
258.544922 78.517 -85.4614
258.911133 78.636 -89.3289
259.277344 78.789 -93.4812
259.643555 78.973 -97.9133
260.009766 79.185 -102.6160
260.375977 79.424 -107.5859
260.742188 79.690 -112.8293
261.108398 79.979 -118.3586
261.474609 80.287 -124.1843
261.840820 80.604 -130.2996
262.207031 80.922 -136.6711
262.573242 81.232 -143.2336
262.939453 81.531 -149.9033
263.305664 81.819 -156.5974
263.671875 82.103 -163.2581
264.038086 82.390 -169.8628
264.404297 82.683 -176.4194
264.770508 82.984 177.0559
265.136719 83.288 170.5564
265.502930 83.591 164.0964
265.869141 83.893 157.7004
266.235352 84.195 151.3862
266.601562 84.499 145.1538
266.967773 84.806 138.9834
267.333984 85.114 132.8503
267.700195 85.419 126.7378
268.066406 85.717 120.6440
268.432617 86.004 114.5789
268.798828 86.279 108.5530
269.165039 86.540 102.5708
269.531250 86.788 96.6296
269.897461 87.021 90.7236
270.263672 87.237 84.8494
270.629883 87.433 79.0105
270.996094 87.607 73.2166
271.362305 87.758 67.4812
271.728516 87.886 61.8196
272.094727 87.992 56.2451
272.460938 88.077 50.7654
272.827148 88.143 45.3816
273.193359 88.193 40.0867
273.559570 88.225 34.8691
273.925781 88.238 29.7209
274.291992 88.231 24.6443
274.658203 88.200 19.6543
275.024414 88.146 14.7769
275.390625 88.069 10.0393
275.756836 87.973 5.4644
276.123047 87.861 1.0659
276.489258 87.740 -3.1509
276.855469 87.612 -7.1895
277.221680 87.484 -11.0620
277.587891 87.359 -14.7937
277.954102 87.240 -18.4202
278.320312 87.128 -21.9822
278.686523 87.021 -25.5144
279.052734 86.913 -29.0369
279.418945 86.803 -32.5562
279.785156 86.688 -36.0745
280.151367 86.567 -39.6008
280.517578 86.438 -43.1531
280.883789 86.298 -46.7529
281.250000 86.140 -50.4138
281.616211 85.956 -54.1333
281.982422 85.738 -57.8896
282.348633 85.477 -61.6479
282.714844 85.168 -65.3611
283.081055 84.802 -68.9680
283.447266 84.372 -72.3877
283.813477 83.871 -75.5059
284.179688 83.295 -78.1687
284.545898 82.646 -80.1724
284.912109 81.936 -81.2612
285.278320 81.197 -81.1404
285.644531 80.489 -79.5315
286.010742 79.909 -76.3225
286.376953 79.580 -71.7996
286.743164 79.590 -66.7776
287.109375 79.939 -62.3374
287.475586 80.531 -59.2939
287.841797 81.242 -57.9207
288.208008 81.971 -58.0750
288.574219 82.656 -59.4443
288.940430 83.268 -61.7043
289.306641 83.797 -64.5828
289.672852 84.245 -67.8706
290.039062 84.620 -71.4177
290.405273 84.930 -75.1221
290.771484 85.186 -78.9202
291.137695 85.394 -82.7766
291.503906 85.561 -86.6746
291.870117 85.691 -90.6028
292.236328 85.785 -94.5476
292.602539 85.844 -98.4893
292.968750 85.871 -102.4031
293.334961 85.869 -106.2637
293.701172 85.843 -110.0535
294.067383 85.799 -113.7686
294.433594 85.743 -117.4238
294.799805 85.679 -121.0513
295.166016 85.606 -124.6904
295.532227 85.522 -128.3782
295.898438 85.421 -132.1348
296.264648 85.296 -135.9580
296.630859 85.141 -139.8242
296.997070 84.951 -143.6965
297.363281 84.727 -147.5352
297.729492 84.467 -151.3049
298.095703 84.174 -154.9795
298.461914 83.848 -158.5339
298.828125 83.489 -161.9402
299.194336 83.098 -165.1606
299.560547 82.680 -168.1523
299.926758 82.240 -170.8755
